x,y,z
0.730000,0.080000,1.693200
0.730000,0.100000,1.684000
0.730000,0.120000,1.674800
0.730000,0.140000,1.665600
0.730000,0.160000,1.656400
0.730000,0.180000,1.647200
0.730000,0.200000,1.638000
0.730000,0.220000,1.628800
0.730000,0.240000,1.619600
0.730000,0.260000,1.610400
0.730000,0.280000,1.601200
0.730000,0.300000,1.592000
0.730000,0.320000,1.582800
0.730000,0.340000,1.573600
0.730000,0.360000,1.564400
0.730000,0.380000,1.555200
0.730000,0.400000,1.546000
0.730000,0.420000,1.536800
0.730000,0.440000,1.527600
0.730000,0.460000,1.518400
0.730000,0.480000,1.509200
0.730000,0.500000,1.500000
0.730000,0.520000,1.490800
0.730000,0.540000,1.481600
0.730000,0.560000,1.472400
0.730000,0.580000,1.463200
0.730000,0.600000,1.454000
0.730000,0.620000,1.444800
0.730000,0.640000,1.435600
0.730000,0.660000,1.426400
0.730000,0.680000,1.417200
0.730000,0.700000,1.408000
0.730000,0.720000,1.398800
0.730000,0.740000,1.389600
0.730000,0.760000,1.380400
0.730000,0.780000,1.371200
0.730000,0.800000,1.362000
0.730000,0.820000,1.352800
0.730000,0.840000,1.343600
0.730000,0.860000,1.334400
0.730000,0.880000,1.325200
0.730000,0.900000,1.316000
0.730000,0.920000,1.306800
0.730000,0.940000,1.297600
0.730000,0.960000,1.288400
0.730000,0.980000,1.279200
0.730000,1.000000,1.270000
0.740000,0.000000,1.740000
0.740000,0.020000,1.730400
0.740000,0.040000,1.720800
0.740000,0.060000,1.711200
0.740000,0.080000,1.701600
0.740000,0.100000,1.692000
0.740000,0.120000,1.682400
0.740000,0.140000,1.672800
0.740000,0.160000,1.663200
0.740000,0.180000,1.653600
0.740000,0.200000,1.644000
0.740000,0.220000,1.634400
0.740000,0.240000,1.624800
0.740000,0.260000,1.615200
0.740000,0.280000,1.605600
0.740000,0.300000,1.596000
0.740000,0.320000,1.586400
0.740000,0.340000,1.576800
0.740000,0.360000,1.567200
0.740000,0.380000,1.557600
0.740000,0.400000,1.548000
0.740000,0.420000,1.538400
0.740000,0.440000,1.528800
0.740000,0.460000,1.519200
0.740000,0.480000,1.509600
0.740000,0.500000,1.500000
0.740000,0.520000,1.490400
0.740000,0.540000,1.480800
0.740000,0.560000,1.471200
0.740000,0.580000,1.461600
0.740000,0.600000,1.452000
0.740000,0.620000,1.442400
0.740000,0.640000,1.432800
0.740000,0.660000,1.423200
0.740000,0.680000,1.413600
0.740000,0.700000,1.404000
0.740000,0.720000,1.394400
0.740000,0.740000,1.384800
0.740000,0.760000,1.375200
0.740000,0.780000,1.365600
0.740000,0.800000,1.356000
0.740000,0.820000,1.346400
0.740000,0.840000,1.336800
0.740000,0.860000,1.327200
0.740000,0.880000,1.317600
0.740000,0.900000,1.308000
0.740000,0.920000,1.298400
0.740000,0.940000,1.288800
0.740000,0.960000,1.279200
0.740000,0.980000,1.269600
0.740000,1.000000,1.260000
0.750000,0.000000,1.750000
0.750000,0.020000,1.740000
0.750000,0.040000,1.730000
0.750000,0.060000,1.720000
0.750000,0.080000,1.710000
0.750000,0.100000,1.700000
0.750000,0.120000,1.690000
0.750000,0.140000,1.680000
0.750000,0.160000,1.670000
0.750000,0.180000,1.660000
0.750000,0.200000,1.650000
0.750000,0.220000,1.640000
0.750000,0.240000,1.630000
0.750000,0.260000,1.620000
0.750000,0.280000,1.610000
0.750000,0.300000,1.600000
0.750000,0.320000,1.590000
0.750000,0.340000,1.580000
0.750000,0.360000,1.570000
0.750000,0.380000,1.560000
0.750000,0.400000,1.550000
0.750000,0.420000,1.540000
0.750000,0.440000,1.530000
0.750000,0.460000,1.520000
0.750000,0.480000,1.510000
0.750000,0.500000,1.500000
0.750000,0.520000,1.490000
0.750000,0.540000,1.480000
0.750000,0.560000,1.470000
0.750000,0.580000,1.460000
0.750000,0.600000,1.450000
0.750000,0.620000,1.440000
0.750000,0.640000,1.430000
0.750000,0.660000,1.420000
0.750000,0.680000,1.410000
0.750000,0.700000,1.400000
0.750000,0.720000,1.390000
0.750000,0.740000,1.380000
0.750000,0.760000,1.370000
0.750000,0.780000,1.360000
0.750000,0.800000,1.350000
0.750000,0.820000,1.340000
0.750000,0.840000,1.330000
0.750000,0.860000,1.320000
0.750000,0.880000,1.310000
0.750000,0.900000,1.300000
0.750000,0.920000,1.290000
0.750000,0.940000,1.280000
0.750000,0.960000,1.270000
0.750000,0.980000,1.260000
0.750000,1.000000,1.250000
0.760000,0.000000,1.760000
0.760000,0.020000,1.749600
0.760000,0.040000,1.739200
0.760000,0.060000,1.728800
0.760000,0.080000,1.718400
0.760000,0.100000,1.708000
0.760000,0.120000,1.697600
0.760000,0.140000,1.687200
0.760000,0.160000,1.676800
0.760000,0.180000,1.666400
0.760000,0.200000,1.656000
0.760000,0.220000,1.645600
0.760000,0.240000,1.635200
0.760000,0.260000,1.624800
0.760000,0.280000,1.614400
0.760000,0.300000,1.604000
0.760000,0.320000,1.593600
0.760000,0.340000,1.583200
0.760000,0.360000,1.572800
0.760000,0.380000,1.562400
0.760000,0.400000,1.552000
0.760000,0.420000,1.541600
0.760000,0.440000,1.531200
0.760000,0.460000,1.520800
0.760000,0.480000,1.510400
0.760000,0.500000,1.500000
0.760000,0.520000,1.489600
0.760000,0.540000,1.479200
0.760000,0.560000,1.468800
0.760000,0.580000,1.458400
0.760000,0.600000,1.448000
0.760000,0.620000,1.437600
0.760000,0.640000,1.427200
0.760000,0.660000,1.416800
0.760000,0.680000,1.406400
0.760000,0.700000,1.396000
0.760000,0.720000,1.385600
0.760000,0.740000,1.375200
0.760000,0.760000,1.364800
0.760000,0.780000,1.354400
0.760000,0.800000,1.344000
0.760000,0.820000,1.333600
0.760000,0.840000,1.323200
0.760000,0.860000,1.312800
0.760000,0.880000,1.302400
0.760000,0.900000,1.292000
0.760000,0.920000,1.281600
0.760000,0.940000,1.271200
0.760000,0.960000,1.260800
0.760000,0.980000,1.250400
0.760000,1.000000,1.240000
0.770000,0.000000,1.770000
0.770000,0.020000,1.759200
0.770000,0.040000,1.748400
0.770000,0.060000,1.737600
0.770000,0.080000,1.726800
0.770000,0.100000,1.716000
0.770000,0.120000,1.705200
0.770000,0.140000,1.694400
0.770000,0.160000,1.683600
0.770000,0.180000,1.672800
0.770000,0.200000,1.662000
0.770000,0.220000,1.651200
0.770000,0.240000,1.640400
0.770000,0.260000,1.629600
0.770000,0.280000,1.618800
0.770000,0.300000,1.608000
0.770000,0.320000,1.597200
0.770000,0.340000,1.586400
0.770000,0.360000,1.575600
0.770000,0.380000,1.564800
0.770000,0.400000,1.554000
0.770000,0.420000,1.543200
0.770000,0.440000,1.532400
0.770000,0.460000,1.521600
0.770000,0.480000,1.510800
0.770000,0.500000,1.500000
0.770000,0.520000,1.489200
0.770000,0.540000,1.478400
0.770000,0.560000,1.467600
0.770000,0.580000,1.456800
0.770000,0.600000,1.446000
0.770000,0.620000,1.435200
0.770000,0.640000,1.424400
0.770000,0.660000,1.413600
0.770000,0.680000,1.402800
0.770000,0.700000,1.392000
0.770000,0.720000,1.381200
0.770000,0.740000,1.370400
0.770000,0.760000,1.359600
0.770000,0.780000,1.348800
0.770000,0.800000,1.338000
0.770000,0.820000,1.327200
0.770000,0.840000,1.316400
0.770000,0.860000,1.305600
0.770000,0.880000,1.294800
0.770000,0.900000,1.284000
0.770000,0.920000,1.273200
0.770000,0.940000,1.262400
0.770000,0.960000,1.251600
0.770000,0.980000,1.240800
0.770000,1.000000,1.230000
0.780000,0.000000,1.780000
0.780000,0.020000,1.768800
0.780000,0.040000,1.757600
0.780000,0.060000,1.746400
0.780000,0.080000,1.735200
0.780000,0.100000,1.724000
0.780000,0.120000,1.712800
0.780000,0.140000,1.701600
0.780000,0.160000,1.690400
0.780000,0.180000,1.679200
0.780000,0.200000,1.668000
0.780000,0.220000,1.656800
0.780000,0.240000,1.645600
0.780000,0.260000,1.634400
0.780000,0.280000,1.623200
0.780000,0.300000,1.612000
0.780000,0.320000,1.600800
0.780000,0.340000,1.589600
0.780000,0.360000,1.578400
0.780000,0.380000,1.567200
0.780000,0.400000,1.556000
0.780000,0.420000,1.544800
0.780000,0.440000,1.533600
0.780000,0.460000,1.522400
0.780000,0.480000,1.511200
0.780000,0.500000,1.500000
0.780000,0.520000,1.488800
0.780000,0.540000,1.477600
0.780000,0.560000,1.466400
0.780000,0.580000,1.455200
0.780000,0.600000,1.444000
0.780000,0.620000,1.432800
0.780000,0.640000,1.421600
0.780000,0.660000,1.410400
0.780000,0.680000,1.399200
0.780000,0.700000,1.388000
0.780000,0.720000,1.376800
0.780000,0.740000,1.365600
0.780000,0.760000,1.354400
0.780000,0.780000,1.343200
0.780000,0.800000,1.332000
0.780000,0.820000,1.320800
0.780000,0.840000,1.309600
0.780000,0.860000,1.298400
0.780000,0.880000,1.287200
0.780000,0.900000,1.276000
0.780000,0.920000,1.264800
0.780000,0.940000,1.253600
0.780000,0.960000,1.242400
0.780000,0.980000,1.231200
0.780000,1.000000,1.220000
0.790000,0.000000,1.790000
0.790000,0.020000,1.778400
0.790000,0.040000,1.766800
0.790000,0.060000,1.755200
0.790000,0.080000,1.743600
0.790000,0.100000,1.732000
0.790000,0.120000,1.720400
0.790000,0.140000,1.708800
0.790000,0.160000,1.697200
0.790000,0.180000,1.685600
0.790000,0.200000,1.674000
0.790000,0.220000,1.662400
0.790000,0.240000,1.650800
0.790000,0.260000,1.639200
0.790000,0.280000,1.627600
0.790000,0.300000,1.616000
0.790000,0.320000,1.604400
0.790000,0.340000,1.592800
0.790000,0.360000,1.581200
0.790000,0.380000,1.569600
0.790000,0.400000,1.558000
0.790000,0.420000,1.546400
0.790000,0.440000,1.534800
0.790000,0.460000,1.523200
0.790000,0.480000,1.511600
0.790000,0.500000,1.500000
0.790000,0.520000,1.488400
0.790000,0.540000,1.476800
0.790000,0.560000,1.465200
0.790000,0.580000,1.453600
0.790000,0.600000,1.442000
0.790000,0.620000,1.430400
0.790000,0.640000,1.418800
0.790000,0.660000,1.407200
0.790000,0.680000,1.395600
0.790000,0.700000,1.384000
0.790000,0.720000,1.372400
0.790000,0.740000,1.360800
0.790000,0.760000,1.349200
0.790000,0.780000,1.337600
0.790000,0.800000,1.326000
0.790000,0.820000,1.314400
0.790000,0.840000,1.302800
0.790000,0.860000,1.291200
0.790000,0.880000,1.279600
0.790000,0.900000,1.268000
0.790000,0.920000,1.256400
0.790000,0.940000,1.244800
0.790000,0.960000,1.233200
0.790000,0.980000,1.221600
0.790000,1.000000,1.210000
0.800000,0.000000,1.800000
0.800000,0.020000,1.788000
0.800000,0.040000,1.776000
0.800000,0.060000,1.764000
0.800000,0.080000,1.752000
0.800000,0.100000,1.740000
0.800000,0.120000,1.728000
0.800000,0.140000,1.716000
0.800000,0.160000,1.704000
0.800000,0.180000,1.692000
0.800000,0.200000,1.680000
0.800000,0.220000,1.668000
0.800000,0.240000,1.656000
0.800000,0.260000,1.644000
0.800000,0.280000,1.632000
0.800000,0.300000,1.620000
0.800000,0.320000,1.608000
0.800000,0.340000,1.596000
0.800000,0.360000,1.584000
0.800000,0.380000,1.572000
0.800000,0.400000,1.560000
0.800000,0.420000,1.548000
0.800000,0.440000,1.536000
0.800000,0.460000,1.524000
0.800000,0.480000,1.512000
0.800000,0.500000,1.500000
0.800000,0.520000,1.488000
0.800000,0.540000,1.476000
0.800000,0.560000,1.464000
0.800000,0.580000,1.452000
0.800000,0.600000,1.440000
0.800000,0.620000,1.428000
0.800000,0.640000,1.416000
0.800000,0.660000,1.404000
0.800000,0.680000,1.392000
0.800000,0.700000,1.380000
0.800000,0.720000,1.368000
0.800000,0.740000,1.356000
0.800000,0.760000,1.344000
0.800000,0.780000,1.332000
0.800000,0.800000,1.320000
0.800000,0.820000,1.308000
0.800000,0.840000,1.296000
0.800000,0.860000,1.284000
0.800000,0.880000,1.272000
0.800000,0.900000,1.260000
0.800000,0.920000,1.248000
0.800000,0.940000,1.236000
0.800000,0.960000,1.224000
0.800000,0.980000,1.212000
0.800000,1.000000,1.200000
0.810000,0.000000,1.810000
0.810000,0.020000,1.797600
0.810000,0.040000,1.785200
0.810000,0.060000,1.772800
0.810000,0.080000,1.760400
0.810000,0.100000,1.748000
0.810000,0.120000,1.735600
0.810000,0.140000,1.723200
0.810000,0.160000,1.710800
0.810000,0.180000,1.698400
0.810000,0.200000,1.686000
0.810000,0.220000,1.673600
0.810000,0.240000,1.661200
0.810000,0.260000,1.648800
0.810000,0.280000,1.636400
0.810000,0.300000,1.624000
0.810000,0.320000,1.611600
0.810000,0.340000,1.599200
0.810000,0.360000,1.586800
0.810000,0.380000,1.574400
0.810000,0.400000,1.562000
0.810000,0.420000,1.549600
0.810000,0.440000,1.537200
0.810000,0.460000,1.524800
0.810000,0.480000,1.512400
0.810000,0.500000,1.500000
0.810000,0.520000,1.487600
0.810000,0.540000,1.475200
0.810000,0.560000,1.462800
0.810000,0.580000,1.450400
0.810000,0.600000,1.438000
0.810000,0.620000,1.425600
0.810000,0.640000,1.413200
0.810000,0.660000,1.400800
0.810000,0.680000,1.388400
0.810000,0.700000,1.376000
0.810000,0.720000,1.363600
0.810000,0.740000,1.351200
0.810000,0.760000,1.338800
0.810000,0.780000,1.326400
0.810000,0.800000,1.314000
0.810000,0.820000,1.301600
0.810000,0.840000,1.289200
0.810000,0.860000,1.276800
0.810000,0.880000,1.264400
0.810000,0.900000,1.252000
0.810000,0.920000,1.239600
0.810000,0.940000,1.227200
0.810000,0.960000,1.214800
0.810000,0.980000,1.202400
0.810000,1.000000,1.190000
0.820000,0.000000,1.820000
0.820000,0.020000,1.807200
0.820000,0.040000,1.794400
0.820000,0.060000,1.781600
0.820000,0.080000,1.768800
0.820000,0.100000,1.756000
0.820000,0.120000,1.743200
0.820000,0.140000,1.730400
0.820000,0.160000,1.717600
0.820000,0.180000,1.704800
0.820000,0.200000,1.692000
0.820000,0.220000,1.679200
0.820000,0.240000,1.666400
0.820000,0.260000,1.653600
0.820000,0.280000,1.640800
0.820000,0.300000,1.628000
0.820000,0.320000,1.615200
0.820000,0.340000,1.602400
0.820000,0.360000,1.589600
0.820000,0.380000,1.576800
0.820000,0.400000,1.564000
0.820000,0.420000,1.551200
0.820000,0.440000,1.538400
0.820000,0.460000,1.525600
0.820000,0.480000,1.512800
0.820000,0.500000,1.500000
0.820000,0.520000,1.487200
0.820000,0.540000,1.474400
0.820000,0.560000,1.461600
0.820000,0.580000,1.448800
0.820000,0.600000,1.436000
0.820000,0.620000,1.423200
0.820000,0.640000,1.410400
0.820000,0.660000,1.397600
0.820000,0.680000,1.384800
0.820000,0.700000,1.372000
0.820000,0.720000,1.359200
0.820000,0.740000,1.346400
0.820000,0.760000,1.333600
0.820000,0.780000,1.320800
0.820000,0.800000,1.308000
0.820000,0.820000,1.295200
0.820000,0.840000,1.282400
0.820000,0.860000,1.269600
0.820000,0.880000,1.256800
0.820000,0.900000,1.244000
0.820000,0.920000,1.231200
0.820000,0.940000,1.218400
0.820000,0.960000,1.205600
0.820000,0.980000,1.192800
0.820000,1.000000,1.180000
0.830000,0.000000,1.830000
0.830000,0.020000,1.816800
0.830000,0.040000,1.803600
0.830000,0.060000,1.790400
0.830000,0.080000,1.777200
0.830000,0.100000,1.764000
0.830000,0.120000,1.750800
0.830000,0.140000,1.737600
0.830000,0.160000,1.724400
0.830000,0.180000,1.711200
0.830000,0.200000,1.698000
0.830000,0.220000,1.684800
0.830000,0.240000,1.671600
0.830000,0.260000,1.658400
0.830000,0.280000,1.645200
0.830000,0.300000,1.632000
0.830000,0.320000,1.618800
0.830000,0.340000,1.605600
0.830000,0.360000,1.592400
0.830000,0.380000,1.579200
0.830000,0.400000,1.566000
0.830000,0.420000,1.552800
0.830000,0.440000,1.539600
0.830000,0.460000,1.526400
0.830000,0.480000,1.513200
0.830000,0.500000,1.500000
0.830000,0.520000,1.486800
0.830000,0.540000,1.473600
0.830000,0.560000,1.460400
0.830000,0.580000,1.447200
0.830000,0.600000,1.434000
0.830000,0.620000,1.420800
0.830000,0.640000,1.407600
0.830000,0.660000,1.394400
0.830000,0.680000,1.381200
0.830000,0.700000,1.368000
0.830000,0.720000,1.354800
0.830000,0.740000,1.341600
0.830000,0.760000,1.328400
0.830000,0.780000,1.315200
0.830000,0.800000,1.302000
0.830000,0.820000,1.288800
0.830000,0.840000,1.275600
0.830000,0.860000,1.262400
0.830000,0.880000,1.249200
0.830000,0.900000,1.236000
0.830000,0.920000,1.222800
0.830000,0.940000,1.209600
0.830000,0.960000,1.196400
0.830000,0.980000,1.183200
0.830000,1.000000,1.170000
0.840000,0.000000,1.840000
0.840000,0.020000,1.826400
0.840000,0.040000,1.812800
0.840000,0.060000,1.799200
0.840000,0.080000,1.785600
0.840000,0.100000,1.772000
0.840000,0.120000,1.758400
0.840000,0.140000,1.744800
0.840000,0.160000,1.731200
0.840000,0.180000,1.717600
0.840000,0.200000,1.704000
0.840000,0.220000,1.690400
0.840000,0.240000,1.676800
0.840000,0.260000,1.663200
0.840000,0.280000,1.649600
0.840000,0.300000,1.636000
0.840000,0.320000,1.622400
0.840000,0.340000,1.608800
0.840000,0.360000,1.595200
0.840000,0.380000,1.581600
0.840000,0.400000,1.568000
0.840000,0.420000,1.554400
0.840000,0.440000,1.540800
0.840000,0.460000,1.527200
0.840000,0.480000,1.513600
0.840000,0.500000,1.500000
0.840000,0.520000,1.486400
0.840000,0.540000,1.472800
0.840000,0.560000,1.459200
0.840000,0.580000,1.445600
0.840000,0.600000,1.432000
0.840000,0.620000,1.418400
0.840000,0.640000,1.404800
0.840000,0.660000,1.391200
0.840000,0.680000,1.377600
0.840000,0.700000,1.364000
0.840000,0.720000,1.350400
0.840000,0.740000,1.336800
0.840000,0.760000,1.323200
0.840000,0.780000,1.309600
0.840000,0.800000,1.296000
0.840000,0.820000,1.282400
0.840000,0.840000,1.268800
0.840000,0.860000,1.255200
0.840000,0.880000,1.241600
0.840000,0.900000,1.228000
0.840000,0.920000,1.214400
0.840000,0.940000,1.200800
0.840000,0.960000,1.187200
0.840000,0.980000,1.173600
0.840000,1.000000,1.160000
0.850000,0.000000,1.850000
0.850000,0.020000,1.836000
0.850000,0.040000,1.822000
0.850000,0.060000,1.808000
0.850000,0.080000,1.794000
0.850000,0.100000,1.780000
0.850000,0.120000,1.766000
0.850000,0.140000,1.752000
0.850000,0.160000,1.738000
0.850000,0.180000,1.724000
0.850000,0.200000,1.710000
0.850000,0.220000,1.696000
0.850000,0.240000,1.682000
0.850000,0.260000,1.668000
0.850000,0.280000,1.654000
0.850000,0.300000,1.640000
0.850000,0.320000,1.626000
0.850000,0.340000,1.612000
0.850000,0.360000,1.598000
0.850000,0.380000,1.584000
0.850000,0.400000,1.570000
0.850000,0.420000,1.556000
0.850000,0.440000,1.542000
0.850000,0.460000,1.528000
0.850000,0.480000,1.514000
0.850000,0.500000,1.500000
0.850000,0.520000,1.486000
0.850000,0.540000,1.472000
0.850000,0.560000,1.458000
0.850000,0.580000,1.444000
0.850000,0.600000,1.430000
0.850000,0.620000,1.416000
0.850000,0.640000,1.402000
0.850000,0.660000,1.388000
0.850000,0.680000,1.374000
0.850000,0.700000,1.360000
0.850000,0.720000,1.346000
0.850000,0.740000,1.332000
0.850000,0.760000,1.318000
0.850000,0.780000,1.304000
0.850000,0.800000,1.290000
0.850000,0.820000,1.276000
0.850000,0.840000,1.262000
0.850000,0.860000,1.248000
0.850000,0.880000,1.234000
0.850000,0.900000,1.220000
0.850000,0.920000,1.206000
0.850000,0.940000,1.192000
0.850000,0.960000,1.178000
0.850000,0.980000,1.164000
0.850000,1.000000,1.150000
0.860000,0.000000,1.860000
0.860000,0.020000,1.845600
0.860000,0.040000,1.831200
0.860000,0.060000,1.816800
0.860000,0.080000,1.802400
0.860000,0.100000,1.788000
0.860000,0.120000,1.773600
0.860000,0.140000,1.759200
0.860000,0.160000,1.744800
0.860000,0.180000,1.730400
0.860000,0.200000,1.716000
0.860000,0.220000,1.701600
0.860000,0.240000,1.687200
0.860000,0.260000,1.672800
0.860000,0.280000,1.658400
0.860000,0.300000,1.644000
0.860000,0.320000,1.629600
0.860000,0.340000,1.615200
0.860000,0.360000,1.600800
0.860000,0.380000,1.586400
0.860000,0.400000,1.572000
0.860000,0.420000,1.557600
0.860000,0.440000,1.543200
0.860000,0.460000,1.528800
0.860000,0.480000,1.514400
0.860000,0.500000,1.500000
0.860000,0.520000,1.485600
0.860000,0.540000,1.471200
0.860000,0.560000,1.456800
0.860000,0.580000,1.442400
0.860000,0.600000,1.428000
0.860000,0.620000,1.413600
0.860000,0.640000,1.399200
0.860000,0.660000,1.384800
0.860000,0.680000,1.370400
0.860000,0.700000,1.356000
0.860000,0.720000,1.341600
0.860000,0.740000,1.327200
0.860000,0.760000,1.312800
0.860000,0.780000,1.298400
0.860000,0.800000,1.284000
0.860000,0.820000,1.269600
0.860000,0.840000,1.255200
0.860000,0.860000,1.240800
0.860000,0.880000,1.226400
0.860000,0.900000,1.212000
0.860000,0.920000,1.197600
0.860000,0.940000,1.183200
0.860000,0.960000,1.168800
0.860000,0.980000,1.154400
0.860000,1.000000,1.140000
0.870000,0.000000,1.870000
0.870000,0.020000,1.855200
0.870000,0.040000,1.840400
0.870000,0.060000,1.825600
0.870000,0.080000,1.810800
0.870000,0.100000,1.796000
0.870000,0.120000,1.781200
0.870000,0.140000,1.766400
0.870000,0.160000,1.751600
0.870000,0.180000,1.736800
0.870000,0.200000,1.722000
0.870000,0.220000,1.707200
0.870000,0.240000,1.692400
0.870000,0.260000,1.677600
0.870000,0.280000,1.662800
0.870000,0.300000,1.648000
0.870000,0.320000,1.633200
0.870000,0.340000,1.618400
0.870000,0.360000,1.603600
0.870000,0.380000,1.588800
0.870000,0.400000,1.574000
0.870000,0.420000,1.559200
0.870000,0.440000,1.544400
0.870000,0.460000,1.529600
0.870000,0.480000,1.514800
0.870000,0.500000,1.500000
0.870000,0.520000,1.485200
0.870000,0.540000,1.470400
0.870000,0.560000,1.455600
0.870000,0.580000,1.440800
0.870000,0.600000,1.426000
0.870000,0.620000,1.411200
0.870000,0.640000,1.396400
0.870000,0.660000,1.381600
0.870000,0.680000,1.366800
0.870000,0.700000,1.352000
0.870000,0.720000,1.337200
0.870000,0.740000,1.322400
0.870000,0.760000,1.307600
0.870000,0.780000,1.292800
0.870000,0.800000,1.278000
0.870000,0.820000,1.263200
0.870000,0.840000,1.248400
0.870000,0.860000,1.233600
0.870000,0.880000,1.218800
0.870000,0.900000,1.204000
0.870000,0.920000,1.189200
0.870000,0.940000,1.174400
0.870000,0.960000,1.159600
0.870000,0.980000,1.144800
0.870000,1.000000,1.130000
0.880000,0.000000,1.880000
0.880000,0.020000,1.864800
0.880000,0.040000,1.849600
0.880000,0.060000,1.834400
0.880000,0.080000,1.819200
0.880000,0.100000,1.804000
0.880000,0.120000,1.788800
0.880000,0.140000,1.773600
0.880000,0.160000,1.758400
0.880000,0.180000,1.743200
0.880000,0.200000,1.728000
0.880000,0.220000,1.712800
0.880000,0.240000,1.697600
0.880000,0.260000,1.682400
0.880000,0.280000,1.667200
0.880000,0.300000,1.652000
0.880000,0.320000,1.636800
0.880000,0.340000,1.621600
0.880000,0.360000,1.606400
0.880000,0.380000,1.591200
0.880000,0.400000,1.576000
0.880000,0.420000,1.560800
0.880000,0.440000,1.545600
0.880000,0.460000,1.530400
0.880000,0.480000,1.515200
0.880000,0.500000,1.500000
0.880000,0.520000,1.484800
0.880000,0.540000,1.469600
0.880000,0.560000,1.454400
0.880000,0.580000,1.439200
0.880000,0.600000,1.424000
0.880000,0.620000,1.408800
0.880000,0.640000,1.393600
0.880000,0.660000,1.378400
0.880000,0.680000,1.363200
0.880000,0.700000,1.348000
0.880000,0.720000,1.332800
0.880000,0.740000,1.317600
0.880000,0.760000,1.302400
0.880000,0.780000,1.287200
0.880000,0.800000,1.272000
0.880000,0.820000,1.256800
0.880000,0.840000,1.241600
0.880000,0.860000,1.226400
0.880000,0.880000,1.211200
0.880000,0.900000,1.196000
0.880000,0.920000,1.180800
0.880000,0.940000,1.165600
0.880000,0.960000,1.150400
0.880000,0.980000,1.135200
0.880000,1.000000,1.120000
0.890000,0.000000,1.890000
0.890000,0.020000,1.874400
0.890000,0.040000,1.858800
0.890000,0.060000,1.843200
0.890000,0.080000,1.827600
0.890000,0.100000,1.812000
0.890000,0.120000,1.796400
0.890000,0.140000,1.780800
0.890000,0.160000,1.765200
0.890000,0.180000,1.749600
0.890000,0.200000,1.734000
0.890000,0.220000,1.718400
0.890000,0.240000,1.702800
0.890000,0.260000,1.687200
0.890000,0.280000,1.671600
0.890000,0.300000,1.656000
0.890000,0.320000,1.640400
0.890000,0.340000,1.624800
0.890000,0.360000,1.609200
0.890000,0.380000,1.593600
0.890000,0.400000,1.578000
0.890000,0.420000,1.562400
0.890000,0.440000,1.546800
0.890000,0.460000,1.531200
0.890000,0.480000,1.515600
0.890000,0.500000,1.500000
0.890000,0.520000,1.484400
0.890000,0.540000,1.468800
0.890000,0.560000,1.453200
0.890000,0.580000,1.437600
0.890000,0.600000,1.422000
0.890000,0.620000,1.406400
0.890000,0.640000,1.390800
0.890000,0.660000,1.375200
0.890000,0.680000,1.359600
0.890000,0.700000,1.344000
0.890000,0.720000,1.328400
0.890000,0.740000,1.312800
0.890000,0.760000,1.297200
0.890000,0.780000,1.281600
0.890000,0.800000,1.266000
0.890000,0.820000,1.250400
0.890000,0.840000,1.234800
0.890000,0.860000,1.219200
0.890000,0.880000,1.203600
0.890000,0.900000,1.188000
0.890000,0.920000,1.172400
0.890000,0.940000,1.156800
0.890000,0.960000,1.141200
0.890000,0.980000,1.125600
0.890000,1.000000,1.110000
0.900000,0.000000,1.900000
0.900000,0.020000,1.884000
0.900000,0.040000,1.868000
0.900000,0.060000,1.852000
0.900000,0.080000,1.836000
0.900000,0.100000,1.820000
0.900000,0.120000,1.804000
0.900000,0.140000,1.788000
0.900000,0.160000,1.772000
0.900000,0.180000,1.756000
0.900000,0.200000,1.740000
0.900000,0.220000,1.724000
0.900000,0.240000,1.708000
0.900000,0.260000,1.692000
0.900000,0.280000,1.676000
0.900000,0.300000,1.660000
0.900000,0.320000,1.644000
0.900000,0.340000,1.628000
0.900000,0.360000,1.612000
0.900000,0.380000,1.596000
0.900000,0.400000,1.580000
0.900000,0.420000,1.564000
0.900000,0.440000,1.548000
0.900000,0.460000,1.532000
0.900000,0.480000,1.516000
0.900000,0.500000,1.500000
0.900000,0.520000,1.484000
0.900000,0.540000,1.468000
0.900000,0.560000,1.452000
0.900000,0.580000,1.436000
0.900000,0.600000,1.420000
0.900000,0.620000,1.404000
0.900000,0.640000,1.388000
0.900000,0.660000,1.372000
0.900000,0.680000,1.356000
0.900000,0.700000,1.340000
0.900000,0.720000,1.324000
0.900000,0.740000,1.308000
0.900000,0.760000,1.292000
0.900000,0.780000,1.276000
0.900000,0.800000,1.260000
0.900000,0.820000,1.244000
0.900000,0.840000,1.228000
0.900000,0.860000,1.212000
0.900000,0.880000,1.196000
0.900000,0.900000,1.180000
0.900000,0.920000,1.164000
0.900000,0.940000,1.148000
0.900000,0.960000,1.132000
0.900000,0.980000,1.116000
0.900000,1.000000,1.100000
0.910000,0.000000,1.910000
0.910000,0.020000,1.893600
0.910000,0.040000,1.877200
0.910000,0.060000,1.860800
0.910000,0.080000,1.844400
0.910000,0.100000,1.828000
0.910000,0.120000,1.811600
0.910000,0.140000,1.795200
0.910000,0.160000,1.778800
0.910000,0.180000,1.762400
0.910000,0.200000,1.746000
0.910000,0.220000,1.729600
0.910000,0.240000,1.713200
0.910000,0.260000,1.696800
0.910000,0.280000,1.680400
0.910000,0.300000,1.664000
0.910000,0.320000,1.647600
0.910000,0.340000,1.631200
